tweet,class,sentiment
pakistan obama administration christian,0,neutral
obama green ice highest level record global stopped years ago,0,neutral
obama care save,-1,negative
michelle obama hand,0,neutral
think barack obama guy ever love brings back,1,positive
back obama criminal chicago past election,-1,negative
american idol obama weighs mariah carey nicki minaj feud,0,neutral
totally tank obama regime like reading,1,positive
white house obama campaign answer president met benghazi,0,neutral
want ask president barack obama election day obama agreed answer,0,neutral
obama working americans need start working,-1,negative
obama biden middle class tax argument,-1,negative
gas pump obama finish dems worry yeah makes lot sense,-1,negative
energy obama cant draw crowds dead like,-1,negative
president obama via,0,neutral
tommy thompson son obama comment yahoo news via,0,neutral
days left get people involved new post must defeat pres obama next month,-1,negative
obama sticker finally came,0,neutral
word obama going strike libya buy votes nov might lose votes,-1,negative
obama vote obama day,1,positive
president obama mariah carey nicki minaj stop fighting bigger issues world,0,neutral
bush saved killed obama nothing debt lies,-1,negative
obama answer stupid question,-1,negative
debate tuesday obama,0,neutral
fun fact day obama one top best presidents usa,0,neutral
romney raised million september trails obama reuters afp romney cool,0,neutral
yeah thats obama plans attack romney bain debate mitt bring college records,0,neutral
obama,0,neutral
see tomorrow obama said support whatever decision makes,1,positive
new threats riot obama loses election bring,1,positive
new polls showing obama points ohio,1,positive
liked video barack obama mitt romney epic rap battles history,0,neutral
obama america,1,positive
president obama thinks mariah carey nicki minaj,0,neutral
two involved michelle obama injured crash along via,0,neutral
yes obama killed supports,-1,negative
family fallen seal team member obama roe afghanistan getting warriors killed via,-1,negative
president obama believes nicki minaj mariah carey sort,0,neutral
woman gets called saying obama communist explain communist via,0,neutral
obama mariah carey nicki minaj sort,0,neutral
people serious fire obama please obama trying help america destroy obama,1,positive
really understand women people military anyone else supporting mitt romney obama biden,1,positive
like obama presidency long shitty,-1,negative
bias alert abc censors obama communist joke network tim allen jokes,0,neutral
obama wake america entire world watching screw time vote obama,1,positive
video approved romney obama campaigns tom,0,neutral
much obama unions paying tweet obama talking points,0,neutral
somebody bad bad michelle obama bad,0,neutral
obama large voters threatening president obama reelected,0,neutral
obama campaign disaster barack obama fox nation,-1,negative
obama win erection cause going europe dont,1,positive
poll suggests obama slim lead suggests obama slim barack,1,positive
catholic take one lies obama administration,-1,negative
barack obama,0,neutral
new obama solar energy way green power,0,neutral
morgan freeman narrates new presidents faced challenges like obama,0,neutral
obama better personal poll people think obama better,1,positive
evidence obama birth update,0,neutral
obama falling poll mean must vision next term win reelection took long,-1,negative
dont want obama win hes black want win cause actually wants make change,1,positive
soon till bill obama back clinton play turn,0,neutral
bitch obama,0,neutral
baby girl loves politics dying watch obama special,0,neutral
obama take mitt,1,positive
obama supporters twitter threat riot obama loses,1,positive
shoot obama,-1,negative
michelle obama early voting campaign secret obama early votin,0,neutral
obama takes credit war iraq troops left government let stay,-1,negative
ballot filled ready tomorrow barack obama got back,1,positive
obama comes start debate tomorrow playing come,0,neutral
bias alert abc censors obama communist joke network tim allen jokes obama clinton goes easy top,0,neutral
michelle obama injured ohio crash,0,neutral
election already governor romney know yet obama,1,positive
apparently someone donated obama using name email sure everything totally legit,0,neutral
everyone please registered voting obama days,1,positive
political say clinton politically right obama responsibility recent libya,0,neutral
vote obama one reasons voting year voting equality,1,positive
obama campaign jay american dream,0,neutral
long love country national hell obama,-1,negative
barely knew common sense folks vote obama lazy believe lazy,-1,negative
avoid obama obama osama favorite,0,neutral
agree obama getting away biggest scandal ever cover blames romney lying terrorist attack,-1,negative
obama fire base fired last biden mean takes women supporters man,-1,negative
okay one time president barack obama born man american deal,1,positive
hilary right bus obama going taking,0,neutral
facts pres obama deficit caused,1,positive
hillary state president obama policy buck stops pres,0,neutral
obama holds slim lead next debate,1,positive
check video trixx michelle obama via,0,neutral
republican senator endorses president obama,1,positive
obama campaign facebook buy says social source via,0,neutral
know obama communist,0,neutral
obama completely,1,positive
saving lives really obama lgbt americans obama obama,1,positive
omg obama president serious,0,neutral
though obama admin stopped used information bush admin got bin laden,0,neutral
seems like everyone forgot obama got revenge killed osama obama obama justice america,1,positive
